# XHUP Flow 官网权威字形数据:小鹤音形官网查形数据集(ixdata.json)确定性快照
# source: https://www.flypy.cc/ix/ (官方查形页;数据集随页面 ixdata.json 分发)
# source_payload_sha256: 5f0b7856df992efac8e5ec014cd9dbdf698131b49d4adec19c01a85a07aa0b42
# source_note: 官网未声明数据许可;所有者决策作为权威参照层入库(见 NOTICE.md 与 docs/data-pipeline.md)
# page_marker_semantics: 音码/形码后缀 `-`=出简让全(次读音); `*`=生僻音/替代码; `+`=表外字(多为方言字);与 official_char_code_oracle.tsv 语义一致
# columns: 字 TAB 全码 TAB 二级拆分 TAB 三级拆分 TAB 读音
#   全码 = 每读音一个 sound2+shape2 码, 空格分隔;标记保真保留,消费方按需剥离
#   读音 = 官网「拼音」原文(带声调, 空格分隔多读音);与 data/hanzi/readings.tsv 正交
# serialization: 字 Unicode 码点升序
# rows: 8414
恳	kfgx-	艮 心	艮 心	kěn
恶	eeyx wuyx	亚 心	亚 心	è wù ě wū
恸	tsxl-	忄 力	忄 二 厶 力	tòng
恹	yjxq-	忄 犬	忄 厂 犬	yān
恺	kdxj	忄 己	忄 山 己	kǎi
恻	cexd	忄 刂	忄 冂 人 刂	cè
恼	ncxk-	忄 凵	忄 亠 乂 凵	nǎo
恽	yyxi	忄 车	忄 冖 车	yùn
恿	yssx	龴 心	龴 用 心	yǒng
悃	kyxm	忄 木	忄 囗 木	kǔn
悄	qnxo	忄 月	忄 ⺌ 月	qiǎo qiāo
悆	yurx*	人 心	人 余下 心	yù
悈	jpxc	忄 廾	忄 戈 廾	jiè
悉	xipx	丿 心	丿 米 心	xī
悌	tixp-	忄 丿	忄 丷 乛 一 乛 丨 丿	tì
悍	hjxg	忄 干	忄 日 干	hàn
悒	yixb*	忄 巴	忄 口 巴	yì
悔	hvxm-	忄 母	忄 丿 一 母	huǐ
悖	bwxz-	忄 子	忄 十 冖 子	bèi
悚	ssxu	忄 束	忄 束	sǒng
悛	qrxw	忄 夂	忄 厶 八 夂	quān
悝	kvxl lixl*	忄 里	忄 里	kuī lǐ
悟	wuxk-	忄 口	忄 五 口	wù
悠	yzrx	亻 心	亻 丨 攵 心	yōu
悢	llxl-	忄 良	忄 良	liàng
患	hrix	串 心	串 心	huàn
悦	ytxe	忄 儿	忄 丷 口 儿	yuè
您	nbrx	亻 心	亻 ⺈ 小 心	nín
悫	qtux	士 心	士 冖 几 心	què
悬	xrqx	且 心	且 厶 心	xuán
悭	qmxt	忄 土	忄 丨 丨 又 土	qiān
悯	mbxw	忄 文	忄 门 文	mǐn
悰	csxx	忄 小	忄 宀 二 小	cóng
悱	fwxf	忄 非	忄 非	fěi
悲	bwfx	非 心	非 心	bēi
悴	cvxu	忄 十	忄 亠 人 人 十	cuì
悸	jixz	忄 子	忄 禾 子	jì
悻	xkxg	忄 干	忄 土 丷 干	xìng
悼	dcxu-	忄 十	忄 丨 一 日 十	dào
情	qkxo	忄 月	忄 龶 月	qíng
惆	izxk-	忄 口	忄 冂 土 口	chóu
惇	dyxz	忄 子	忄 亠 口 子	dūn
惊	jkxx-	忄 小	忄 亠 口 小	jīng
惋	wjxv-	忄 乛	忄 宀 夕 乛 乛	wǎn
惎	jiqx	其上 心	其上 八 心	jì
惑	hogx-	戈 心	戈 口 一 心	huò
惔	tjxh	忄 火	忄 火 火	tán
惕	tixw	忄 勿	忄 日 勿	tì
惗	nmxx+	忄 心	忄 人 丶 乛 心	niàn
惘	whxw	忄 亡	忄 冂 丷 一 亡	wǎng
惙	ioxy	忄 又	忄 又 又 又 又	chuò
惚	huxx	忄 心	忄 勿 心	hū
惛	hyxo	忄 日	忄 氏 日	hūn
惜	xixo	忄 日	忄 艹 一 日	xī
惝	ihxk thxk	忄 口	忄 ⺌ 冂 口	chǎng tǎng
惟	wwxf	忄 龶	忄 亻 亠 龶	wéi
惠	hvax	一 心	一 丨 乛 一 一 丨 一 丶 心	huì
惢	soxx+ rvxx+	心 心	心 心 心	suǒ ruǐ
惦	dmxk-	忄 口	忄 广 丨 一 口	diàn
惧	juxb-	忄 八	忄 具上 八	jù
惨	cjxp-	忄 丿	忄 厶 大 丿 丿 丿	cǎn
惩	igix	彳 心	彳 正 心	chéng
惫	bwwx	夂 心	夂 田 心	bèi
惬	qpxj	忄 夹	忄 匚 夹	qiè
惭	cjxj	忄 斤	忄 车 斤	cán
惮	djxl-	忄 丨	忄 丷 丨 乛 一 一 一 丨	dàn
惯	grxr-	忄 人	忄 毌 冂 人	guàn
惰	doxo	忄 月	忄 𠂇 工 月	duò
想	xlmx	木 心	木 目 心	xiǎng
惴	vvxe	忄 而	忄 山 而	zhuì
惶	hlxw	忄 王	忄 白 王	huáng
惹	recx	艹 心	艹 𠂇 口 心	rě
惺	xkxu-	忄 生	忄 日 生	xīng
愀	qnxh*	忄 火	忄 禾 火	qiǎo
愁	izhx-	禾 心	禾 火 心	chóu
愃	xrxa	忄 一	忄 宀 一 日 一	xuān
愆	qmix	彳 心	彳 氵 亍 心	qiān
愈	yurx	人 心	人 一 月 刂 心	yù
愉	yuxd	忄 刂	忄 人 一 月 刂	yú tōu
愍	mbmx	民 心	民 攵 心	mǐn
愎	bixw-	忄 夂	忄 丿 一 日 夂	bì
意	yilx	立 心	立 日 心	yì
愐	mmxm-	忄 面	忄 面	miǎn
愔	ybxo	忄 日	忄 立 日	yīn
愕	eexk-	忄 亏	忄 口 口 亏	è
愚	yuyx	禺 心	禺 心	yú
感	gjxx-	戌 心	戌 口 心	gǎn
愠	yyxm	忄 皿	忄 日 皿	yùn
愣	lgxf	忄 方	忄 罒 方	lèng
愤	ffxr	忄 人	忄 十 艹 冂 人	fèn
愦	kvxr	忄 人	忄 中 一 冂 人	kuì
愧	kvxg	忄 鬼	忄 鬼	kuì
愫	suxx	忄 小	忄 龶 幺 小	sù
愭	qixo	忄 日	忄 耂 匕 日	qí
愿	yrix	厂 心	厂 白 小 心	yuàn
慆	tcxj	忄 臼	忄 丿 ⺍ 臼	tāo
慈	cibx	丷 心	丷 一 幺 幺 心	cí
慊	qmxn- qpxn*	忄 ㄟ	忄 丷 一 乛 一 一 丨 丨 丿 ㄟ	qiàn qiè
慌	hlxv	忄 乛	忄 艹 亡 丿 丨 乛	huāng
慎	ufxb-	忄 八	忄 十 具上 八	shèn
慑	uexy	忄 又	忄 耳 又 又	shè
慕	mucx	艹 ⺗	艹 日 大 ⺗	mù
慜	mbpx+	丿 心	丿 一 母 攵 心	mín
慝	tekx	匚 心	匚 艹 𠂇 口 心	tè
慢	mjxy	忄 又	忄 日 罒 又	màn
慥	zcxz	忄 辶	忄 ⺧ 口 辶	zào
慧	hvfx	丰 心	丰 丰 彐 心	huì
慨	kdxv	忄 乛	忄 即左 一 乛 丿 乛	kǎi
慬	qbxa	忄 一	忄 廿 丨 乛 一 一 一 丨 一	qín
慭	yblx	来 心	来 犬 心	yìn
慰	wwux	尸 心	尸 二 小 寸 心	wèi
慵	ysxl-	忄 丨	忄 广 乛 一 一 丨 乛 一 一 丨	yōng
慷	khxn	忄 ㄟ	忄 广 乛 一 一 丨 冫 丿 ㄟ	kāng
憋	bpdx	丶 心	丶 丿 丨 乛 丨 丿 丶 攵 心	biē
憎	zgxo	忄 日	忄 丷 囗 ⺌ 日	zēng
憔	qnxh	忄 灬	忄 亻 亠 龶 灬	qiáo
憕	igxa	忄 一	忄 乛 丶 丿 丿 ㄟ 一 口 丷 一	chéng
憙	xiux*	士 心	士 口 丷 一 口 心	xǐ
憧	isxl-	忄 里	忄 立 里	chōng
憨	hjvx	乛 心	乛 耳 攵 心	hān
憩	qiqx-	千 心	千 口 自 心	qì
憬	jkxx-	忄 小	忄 日 亠 口 小	jǐng
憭	lnxx-	忄 小	忄 大 丶 丿 日 小	liǎo liáo
憷	iuxr	忄 人	忄 木 木 乛 丨 一 人	chù
憺	djxk	忄 口	忄 ⺈ 厂 八 亠 一 一 口	dàn
憾	hjxx	忄 心	忄 戌 口 心	hàn
懂	dsxv	忄 重	忄 艹 重	dǒng
懈	xpxn-	忄 牛	忄 ⺈ 用 刀 牛	xiè
懊	aoxd	忄 大	忄 丿 冂 米 大	ào
懋	mcmx	木 心	木 龴 乛 丨 丿 木 心	mào
懑	mfdx	氵 心	氵 艹 两 心	mèn
懒	ljxr	忄 人	忄 束 ⺈ 冂 人	lǎn
懔	lbxx	忄 小	忄 亠 囗 口 二 小	lǐn
懦	noxe	忄 而	忄 雨 而	nuò
懵	mgxo	忄 目	忄 艹 罒 冖 目	měng
懿	yiux	士 心	士 冖 一 口 丷 一 冫 ⺈ 人 心	yì
戆	ghlx vllx	立 心	立 日 十 夂 工 冂 人 心	gàng zhuàng
戈	gead	一 丶	一 乛 丿 丶	gē
戉	ytgv+	戈 乛	戈 乛	yuè
戊	wugp	戈 丿	戈 丿	wù
戋	jmad	一 丶	一 一 乛 丿 丶	jiān
戌	xuwa	戊 一	戌	xū
戍	uuwd	戊 丶	戊 丶	shù
戎	rsgu	戈 𠂇	戈 𠂇	róng
戏	xiyg	又 戈	又 戈	xì hū
成	igwv	戊 乛	戊 乛	chéng
我	wopd	丿 丶	丿 一 丨 一 乛 丿 丶	wǒ
戒	jpgc-	戈 廾	戈 廾	jiè
戕	qlpg	爿 戈	爿 戈	qiāng
或	hoga	戈 一	戈 口 一	huò
戗	qlrg	人 戈	人 乛 乛 戈	qiāng qiàng
战	vjlg	丨 戈	丨 一 口 戈	zhàn
戚	qiwx	戊 小	戊 上 小	qī
戛	gaag jxag	一 戈	一 自 戈	jiá gā
戟	jiug-	十 戈	十 日 十 戈	jǐ
戡	kjqg	其上 戈	其上 八 乛 戈	kān
戢	jika	口 一	口 戈 丨 丨 一 一 一	jí
戣	kvvg	乛 戈	乛 丶 丿 丿 ㄟ 天 戈	kuí
戤	gdng-	乃 戈	乃 又 皿 戈	gài
戥	dgog	日 戈	日 生 戈	děng
截	jpuf	十 龶	十 戈 亻 亠 龶	jié
戬	jmyg-	亚 戈	亚 日 戈	jiǎn
戭	yjbg	宀 戈	宀 一 由 八 戈	yǎn
戮	luxg	习 戈	习 习 人 丿 丿 丿 戈	lù
戳	ioxg	习 戈	习 习 亻 亠 龶 戈	chuō
戴	ddub	十 八	十 戈 田 艹 一 八	dài
户	hudu-	丶 尸	丶 尸	hù
戽	huhu	户 十	户 丶 丶 十	hù
戾	lihq	户 犬	户 犬	lì
房	fhhf	户 方	户 方	fáng
所	sopj	丿 斤	丿 丿 乛 一 斤	suǒ
扁	bmhc- pmhc-	户 艹	户 冂 艹	biǎn piān
扂	dmhk	户 口	户 丨 一 口	diàn
扃	jshk	户 口	户 冂 口	jiōng
扅	yihx*	户 夕	户 夕 夕	yí
扆	yihy*	户 𧘇	户 亠 𧘇	yǐ
扇	ujhx-	户 习	户 习 习	shàn shān
扈	huhb	户 巴	户 口 巴	hù
扉	fwhf	户 非	户 非	fēi
扊	yjhh*	户 火	户 火 火	yǎn
手	uzpl	丿 丨	丿 一 一 丨	shǒu
才	cdap	一 丿	一 丨 丿	cái
扎	vafv- zafv	扌 乛	扌 乛	zā zhā zhá
扑	pufb	扌 卜	扌 卜	pū
扒	bafb pafb	扌 八	扌 八	bā pá
打	dafd	扌 丁	扌 丁	dǎ dá
扔	rgfn	扌 乃	扌 乃	rēng
托	tofq	扌 七	扌 丿 七	tuō
扛	ghfg khfg	扌 工	扌 工	káng gāng
扞	hjfg*	扌 干	扌 干	hàn
扣	kzfk	扌 口	扌 口	kòu
扦	qmfq	扌 千	扌 千	qiān
执	vifw	扌 丸	扌 丸	zhí
扩	kofg	扌 广	扌 广	kuò
扪	mffm	扌 门	扌 门	mén
扫	scfe	扌 彐	扌 彐	sǎo sào
扬	yhfp	扌 丿	扌 乛 丿 丿	yáng
扭	nqfi	扌 丑	扌 丑	niǔ
扮	bjfd	扌 刀	扌 八 刀	bàn
扯	iefv	扌 止	扌 止	chě
扰	rcfy	扌 尤	扌 尤	rǎo
扳	bjfy	扌 又	扌 丿 丿 又	bān
扶	fuff-	扌 夫	扌 夫	fú
批	pifb	扌 匕	扌 比左 匕	pī
扺	vifu*	扌 氏	扌 氏	zhǐ
扼	eefv	扌 乛	扌 厂 乛 乛	è
扽	dfft	扌 屯	扌 屯	dèn
找	vcfg-	扌 戈	扌 戈	zhǎo
承	igvn	乛 ㄟ	乛 丨 一 一 一 乛 丿 ㄟ	chéng
技	jify	扌 又	扌 十 又	jì
抃	bmfb	扌 卞	扌 卞	biàn
抄	icfu-	扌 少	扌 少	chāo
抉	jtfg	扌 夬guài	扌 夬	jué
把	bafb-	扌 巴	扌 巴	bǎ bà
抑	yife-	扌 卩	扌 丿 乛 卩	yì
抒	uufl	扌 丨	扌 龴 乛 丨	shū
抓	vxfv	扌 爪	扌 爪	zhuā
抔	pzfb	扌 不	扌 不	póu
投	tzfy	扌 又	扌 几 又	tóu
抖	dzfu-	扌 十	扌 丶 丶 十	dǒu
抗	khfj	扌 几	扌 亠 几	kàng
折	uefj vefj-	扌 斤	扌 斤	zhē zhé shé
抚	fufw	扌 无	扌 无	fǔ
抛	pcfl	扌 力	扌 九 力	pāo
抟	trfv	扌 专	扌 专	tuán
抠	kzfx	扌 乂	扌 匚 乂	kōu
抡	lyfb	扌 匕	扌 人 匕	lūn lún
抢	qlfv	扌 乛	扌 人 乛 乛	qiǎng qiāng
护	hufh-	扌 户	扌 户	hù
报	bcfy-	扌 又	扌 卩 又	bào
抦	bkfb+	扌 丙	扌 丙	bǐng
抨	pgfp	扌 平	扌 平	pēng
披	pify	扌 又	扌 乛 丿 丨 又	pī
抬	tdfk	扌 口	扌 厶 口	tái
抱	bcfs	扌 巳	扌 勹 巳	bào
抵	difd	扌 氐	扌 氐	dǐ
抹	mafm mofm	扌 末	扌 末	mǒ mò mā
抻	iffu-	扌 申	扌 申	chēn
押	yafj	扌 甲	扌 甲	yā
抽	izfy	扌 由	扌 由	chōu
抿	mbfm	扌 民	扌 民	mǐn
拂	fuff	扌 弗	扌 弗	fú bì
拃	vafv	扌 乍	扌 乍	zhǎ
拄	vufv	扌 主	扌 主	zhǔ
担	djfa-	扌 一	扌 日 一	dān dàn dǎn
拆	idfi	扌 斥	扌 斥	chāi
拇	mufm	扌 母	扌 母	mǔ
拈	nmfk	扌 口	扌 丨 一 口	niān
拉	lafl	扌 立	扌 立	lā lá
拊	fufc	扌 寸	扌 亻 寸	fǔ
拌	bjfb	扌 半	扌 半	bàn
拍	pdfb-	扌 白	扌 白	pāi
拎	lbfs	扌 龴	扌 人 丶 龴	līn
拐	gkfl	扌 力	扌 口 力	guǎi
拒	jufj-	扌 巨	扌 巨	jù
拓	tafu tofu-	扌 石	扌 石	tuò tà zhí
拔	bafd-	扌 丶	扌 𠂇 又 丶	bá
拖	tofy	扌 也	扌 丿 一 也	tuō
拗	aofl nqfl	扌 力	扌 幺 力	ǎo ào niù
拘	jufk	扌 口	扌 勹 口	jū
拙	vofi	扌 出	扌 出	zhuō
拚	pbfc+ pjfc+	扌 廾	扌 厶 廾	pīn pàn
招	vcfk	扌 口	扌 刀 口	zhāo
拜	bduf-	龵 丰	龵 一 丰	bài
拟	nifr	扌 人	扌 乛 丶 人	nǐ
拢	lsfl	扌 龙	扌 龙	lǒng
拣	jmfd	扌 丶	扌 一 乛 乛 丿 丶	jiǎn
拤	qxfb	扌 卜	扌 上 卜	qiǎ
拥	ysfy	扌 用	扌 用	yōng
拦	ljfs	扌 三	扌 丷 三	lán
拧	nkfd	扌 丁	扌 宀 丁	níng nǐng nìng
拨	bofd	扌 丶	扌 乛 丿 又 丶	bō
择	vdfl zefl	扌 丨	扌 又 一 一 丨	zé zhái
括	kofk	扌 口	扌 千 口	kuò
拭	uifg	扌 工	扌 弋 工	shì
拮	jpfk	扌 口	扌 士 口	jié
拯	vgfa-	扌 一	扌 了 乛 丿 ㄟ 一	zhěng
拱	gsfb	扌 八	扌 艹 一 八	gǒng
拳	qrju-	龹 手	龹 手	quán
拴	urfw	扌 王	扌 人 王	shuān
拶	zafx zjfx	扌 夕	扌 乛 乛 乛 夕	zā zǎn
拷	kcfv	扌 乛	扌 耂 一 乛	kǎo
拼	pbfk	扌 开	扌 丷 开	pīn
拽	vkfy	扌 曳	扌 曳	zhuài zhuāi yè
拾	uifk- uefk	扌 口	扌 人 一 口	shí shè
拿	naru-	人 手	人 一 口 手	ná
持	iifc	扌 寸	扌 土 寸	chí
挂	gxft	扌 土	扌 土 土	guà
指	vifo	扌 日	扌 匕 日	zhǐ
挈	qpfu-	丰 手	丰 刀 手	qiè
按	anfn	扌 女	扌 宀 女	àn
挎	kxfk	扌 亏	扌 大 亏	kuà kū
挑	tnfd	扌 丶	扌 儿 冫 丿 丶	tiāo tiǎo
挓	vafq	扌 七	扌 宀 丿 七	zhā
挖	wafv	扌 乛	扌 宀 八 乛	wā
挚	vifu-	扌 手	扌 丸 手	zhì
挛	lrwu	亠 手	亠 丨 丨 丿 丶 手	luán
挝	wofz vxfz	扌 辶	扌 寸 辶	zhuā wō
挞	tafz	扌 辶	扌 大 辶	tà
挟	xpfj	扌 夹	扌 夹	xié
挠	ncfw	扌 兀	扌 一 乛 丿 兀	náo
挡	dhfe	扌 彐	扌 ⺌ 彐	dǎng dàng
挣	vgfl	扌 丨	扌 ⺈ 乛 一 一 丨	zhèng zhēng
挤	jifl-	扌 丨	扌 文 丿 丨	jǐ
挥	hvfi	扌 车	扌 冖 车	huī
挦	xmfc	扌 寸	扌 彐 寸	xián
挨	aifu-	扌 矢	扌 厶 矢	āi ái
挪	nofe	扌 阝	扌 乛 一 一 丿 阝	nuó
挫	coft	扌 土	扌 人 人 土	cuò
振	vffn	扌 ㄟ	扌 厂 二 乛 丿 ㄟ	zhèn
挲	sadu sodu uadu*	氵 手	氵 少 手	suō sa sha
挹	yifb	扌 巴	扌 口 巴	yì
挺	tkfz	扌 廴	扌 壬 廴	tǐng
挼	rofn+ rxfn+	扌 女	扌 丿 丶 丶 丿 女	ruá ruó
挽	wjfv	扌 乛	扌 ⺈ 丨 乛 一 丿 乛	wǎn
捂	wufk	扌 口	扌 五 口	wǔ
捃	jyfk	扌 口	扌 尹 口	jùn
捅	tsfy	扌 用	扌 龴 用	tǒng
捆	kyfm	扌 木	扌 囗 木	kǔn
捉	vofr	扌 人	扌 口 丨 一 人	zhuō
捋	lofc lvfc	扌 寸	扌 丿 ⺍ 寸	luō lǚ
捌	bafd	扌 刂	扌 口 力 刂	bā
捍	hjfg-	扌 干	扌 日 干	hàn
捎	ucfo	扌 月	扌 ⺌ 月	shāo shào
捏	npft	扌 土	扌 日 土	niē
捐	jrfo	扌 月	扌 口 月	juān
捕	buff-	扌 甫	扌 甫	bǔ
捞	lcfl	扌 力	扌 艹 冖 力	lāo
损	syfr	扌 人	扌 口 冂 人	sǔn
捡	jmfa-	扌 一	扌 人 一 ⺍ 一	jiǎn
换	hrfd	扌 大	扌 ⺈ 丨 乛 大	huàn
捣	dcfe	扌 山	扌 丿 乛 丶 乛 山	dǎo
捧	pgfl	扌 丨	扌 寿上 ㄟ 一 一 丨	pěng
捩	lpfq	扌 犬	扌 户 犬	liè
捭	bdfu	扌 十	扌 丿 丨 乛 一 一 丿 十	bǎi
据	jufk-	扌 口	扌 尸 十 口	jù jū
捯	dcfd	扌 刂	扌 一 厶 土 刂	dáo
捱	aift+	扌 土	扌 厂 土 土	ái
捶	ivfi	扌 垂	扌 垂	chuí
捷	jpfr	扌 人	扌 一 乛 一 一 丨 一 人	jié
捺	nafx	扌 小	扌 大 二 小	nà
捻	nmfx	扌 心	扌 人 丶 乛 心	niǎn niē
捽	zofu	扌 十	扌 亠 人 人 十	zuó
掀	xmfr	扌 人	扌 斤 ⺈ 人	xiān
掂	dmfk	扌 口	扌 广 丨 一 口	diān
掇	dofy	扌 又	扌 又 又 又 又	duō duo
授	uzfy	扌 又	扌 丿 ⺍ 冖 又	shòu
掉	dnfu	扌 十	扌 丨 一 日 十	diào
掊	pzfk	扌 口	扌 立 口	pǒu póu
掌	vhxu-	⺌ 手	⺌ 冖 口 手	zhǎng
掎	jifk	扌 口	扌 大 丁 口	jǐ
掏	tcff-	扌 缶	扌 勹 缶	tāo
掐	qxfj	扌 臼	扌 ⺈ 臼	qiā
排	pdff	扌 非	扌 非	pái pǎi
掖	yefn	扌 ㄟ	扌 亠 亻 丿 乛 丶 ㄟ	yè yē
掘	jtfi	扌 出	扌 尸 出	jué
掞	ujfh	扌 火	扌 火 火	shàn
掟	dkfr+	扌 人	扌 宀 一 丨 一 人	zhěng dìng
掠	ltfx	扌 小	扌 亠 口 小	lüè
探	tjfm	扌 木	扌 冖 八 木	tàn
掣	iepu	丿 手	丿 一 一 丨 乛 丨 刂 手	chè
接	jpfn-	扌 女	扌 立 女	jiē
控	ksfg	扌 工	扌 宀 八 工	kòng
推	tvff	扌 龶	扌 亻 亠 龶	tuī
掩	yjfd	扌 电	扌 大 电	yǎn
措	cofo	扌 日	扌 艹 一 日	cuò
掬	jufm	扌 米	扌 勹 米	jū
掭	tmfx	扌 ⺗	扌 天 ⺗	tiàn
掮	qmfo	扌 月	扌 户 月	qián
掰	bduu	龵 手	龵 八 刀 手	bāi
掳	lufl	扌 力	扌 虍 力	lǔ
掴	gofy gkfy	扌 玉	扌 囗 玉	guāi guó
掷	vife	扌 阝	扌 丷 天 阝	zhì
掸	djfl ujfl	扌 丨	扌 丷 丨 乛 一 一 一 丨	dǎn shàn
掺	cjfp ijfp ujfp	扌 丿	扌 厶 大 丿 丿 丿	chān càn shǎn
掼	grfr	扌 人	扌 毌 冂 人	guàn
掾	yrfu	扌 豕	扌 乛 乛 豕	yuàn
揄	yufd-	扌 刂	扌 人 一 月 刂	yú
揆	kvft	扌 天	扌 乛 丶 丿 丿 ㄟ 天	kuí
揉	rzfm	扌 木	扌 龴 乛 丨 丿 木	róu
揍	zzft-	扌 天	扌 寿上 ㄟ 天	zòu
揎	xrfa+	扌 一	扌 宀 一 日 一	xuān
描	mnft	扌 田	扌 艹 田	miáo
提	difr tifr	扌 人	扌 日 一 丨 一 人	tí dī dǐ
插	iafj-	扌 臼	扌 千 臼	chā
揕	vffv	扌 乛	扌 其上 八 乛	zhèn zhēn
揖	yife	扌 耳	扌 口 耳	yī
揞	anfo+	扌 日	扌 立 日	ǎn
揠	yafn	扌 女	扌 匚 日 女	yà
握	woft	扌 土	扌 尸 一 厶 土	wò
揣	ikfe	扌 而	扌 山 而	chuǎi chuài chuāi
揩	kdfb	扌 白	扌 比左 匕 白	kāi
揪	jqfh-	扌 火	扌 禾 火	jiū
揭	jpfv	扌 乛	扌 日 勹 人 乛	jiē
揳	xpfd*	扌 大	扌 丰 刀 大	xiē
援	yrfy-	扌 又	扌 丿 ⺍ 一 𠂇 又	yuán
揶	yefe	扌 阝	扌 耳 阝	yé
揸	vafa	扌 一	扌 木 日 一	zhā
揼	bgfu+	扌 水	扌 石 水	bèng
揽	ljfe	扌 见下	扌 丨 丨 丿 一 丶 冂 见下	lǎn
揾	wffm+	扌 皿	扌 曰 皿	wèn
揿	qbfr	扌 人	扌 钅 ⺈ 人	qìn
搀	ijfd	扌 丶	扌 ⺈ 丨 乛 一 丿 乛 丶 丶	chān
搁	gefk	扌 口	扌 门 夂 口	gē gé
搂	lzfn	扌 女	扌 米 女	lǒu lōu
搅	jnfe	扌 见下	扌 ⺍ 冖 冂 见下	jiǎo
搊	izfp+	扌 丿	扌 勹 乛 丨 丿 勹 乛 丨 丿	chōu
搋	ikfj	扌 几	扌 丿 丿 虍 几	chuāi
搌	vjfn	扌 ㄟ	扌 尸 艹 一 乛 丿 ㄟ	zhǎn
搏	bofc	扌 寸	扌 甫 寸	bó
搐	iuft	扌 田	扌 亠 幺 田	chù
搒	bhff pgff	扌 方	扌 亠 丷 冖 方	bàng péng
搓	cofg-	扌 工	扌 ⺶ 工	cuō
搔	scfi	扌 虫	扌 叉 虫	sāo
搛	jmfn	扌 ㄟ	扌 丷 一 乛 一 一 丨 丨 丿 ㄟ	jiān
搜	szfy	扌 又	扌 丿 丨 一 乛 一 一 丨 又	sōu
搞	gcfk	扌 口	扌 亠 口 冂 口	gǎo
搠	uofo	扌 月	扌 丷 一 乛 丨 丿 月	shuò
搡	shfm	扌 木	扌 又 又 又 木	sǎng
搣	mpfh+	扌 火	扌 戌 火	miè
搦	nofd	扌 冫	扌 弓 冫 弓 冫	nuò
搧	ujfx+	扌 习	扌 户 习 习	shān
搪	thfk	扌 口	扌 广 乛 一 一 丨 口	táng
搬	bjfy-	扌 又	扌 舟 几 又	bān
搭	dafk	扌 口	扌 艹 人 一 口	dā
搲	wafg+	扌 瓜	扌 宀 八 瓜	wā wǎ wà
搴	qmbu	宀 手	宀 一 一 丨 丨 一 八 手	qiān
携	xpfn	扌 乃	扌 亻 亠 龶 乃	xié
搽	iafm	扌 朩	扌 艹 人 朩	chá
摁	enfx	扌 心	扌 囗 大 心	èn
摄	uefy	扌 又	扌 耳 又 又	shè
摅	uufx	扌 心	扌 虍 心	shū
摆	bdfs	扌 厶	扌 罒 土 厶	bǎi
摇	ycff-	扌 缶	扌 丿 ⺍ 缶	yáo
摈	bbfb	扌 八	扌 宀 丘 八	bìn
摊	tjff-	扌 龶	扌 又 亻 亠 龶	tān
摏	isfj*	扌 臼	扌 寿上 ㄟ 臼	chōng
摒	bkfk	扌 开	扌 尸 丷 开	bìng
摔	ukfu-	扌 十	扌 亠 幺 冫 丿 丶 十	shuāi
摘	vdfk	扌 口	扌 亠 丷 冂 十 口	zhāi
摛	iifd	扌 丶	扌 亠 乂 凵 丨 乛 乛 丶	chī
摞	lofx	扌 小	扌 田 幺 小	luò
摧	cvff	扌 龶	扌 山 亻 亠 龶	cuī
摩	magu mogu-	广 手	广 木 木 手	mó mā
摭	vifh*	扌 灬	扌 广 廿 灬	zhí
摴	iufk	扌 亏	扌 雨 亏	chū
摸	mofd	扌 大	扌 艹 日 大	mō
摹	mocu	艹 手	艹 日 大 手	mó
摽	bnfx	扌 小	扌 西 二 小	biào biāo
撂	lnfk	扌 口	扌 田 夂 口	liào
撄	ykfn	扌 女	扌 冂 人 冂 人 女	yīng
撅	jtfr	扌 人	扌 厂 丷 一 乛 丨 丿 ⺈ 人	juē jué
撇	ppfw	扌 攵	扌 丶 丿 丨 乛 丨 丿 丶 攵	piē piě
撑	igfu-	扌 手	扌 ⺌ 冖 口 手	chēng
撒	safw	扌 攵	扌 艹 一 月 攵	sā sǎ
撕	sifj	扌 斤	扌 其上 八 斤	sī
撖	hjfw	扌 攵	扌 乛 耳 攵	hàn
撙	zyfc-	扌 寸	扌 丷 酉 寸	zǔn
撚	nmfh+	扌 灬	扌 丿 乛 丶 丶 犬 灬	niǎn
撞	vlfl	扌 里	扌 立 里	zhuàng
撤	iefw-	扌 攵	扌 亠 厶 月 攵	chè
撩	lnfx	扌 小	扌 大 丶 丿 日 小	liāo liáo liǎo liào
撬	qnfm	扌 毛	扌 毛 毛 毛	qiào
播	boft	扌 田	扌 丿 米 田	bō
撮	cofy zofy	扌 又	扌 日 耳 又	cuō zuǒ
撰	vrfb	扌 八	扌 巳 巳 艹 一 八	zhuàn
撵	nmfi-	扌 车	扌 夫 夫 车	niǎn
撷	xpfr	扌 人	扌 士 口 一 丿 冂 人	xié
撸	lufo	扌 日	扌 鱼 日	lū
撺	crfi	扌 串	扌 宀 八 串	cuān
撼	hjfx	扌 心	扌 戌 口 心	hàn
擀	gjfg	扌 干	扌 十 日 十 人 干	gǎn
擂	lwft	扌 田	扌 雨 田	léi lèi
擅	ujfa	扌 一	扌 亠 囗 口 日 一	shàn
操	ccfm	扌 木	扌 口 口 口 木	cāo
擎	qkcu-	艹 手	艹 勹 口 攵 手	qíng
擐	hrfy	扌 𧘇	扌 罒 一 口 𧘇	huàn
