蕥	yǎ	yacf
薙	tì	ticf
蚵	kē	keik
蛯	lǎo	lcib
螓	qín	qbih
蟳	xún	xyic
裯	chóu	izpk
诶	ēi éi ěi èi xī	eiyu
豖	chù	iuan
贠	yùn	yysr
跍	kū	kuzk
跘	bàn pán	bjzb pjzb
跩	zhuǎi	vkzy
跫	qióng	qsgr
踎	móu	mzzk
躝	lán	ljzj
躾	měi	mwud
辷	yī	yiza
込	yū	yuzr
遝	tà	tazd
郬	qīng	qkfe
釆	biàn	bmpm
閪	hāi	hdmx
雫	nǎ	nayx
霋	qī	qiyn
靘	qìng	qkfb
颪	guā	gxxi
馫	xīn	xbho
骭	gàn	gjgg
髈	pāng páng bǎng bàng	phgf bhgf
髟	biāo	bnap
鱻	xiān	xmaa
鲶	nián	nmax
麃	biāo páo	bngh pcgh
麤	cū	cugb
黐	chī	iihd
鿔	gē	gejk
鿫	ào	aoqd
鿬	tián	tmut
鿭	xǐ	nijx
𤆵	pā	pahb
𫟷	lì	lijl
𰻝	biáng	blzx
